run,success,sim_time_s,wall_time_s,steps,final_dist,goal_x,goal_y,collision_type,collision_id,reason
1,False,14.08,46.27995488100032,176,12.909680663967972,9.6,3.0,moving,28.0,
1,True,9.92,24.609757139000067,124,0.2347519694353222,9.6,3.0,none,,
1,True,12.0,38.32199905900006,150,0.24243922162600146,9.6,3.0,none,,
1,True,10.96,27.921434792000127,137,0.23367822371140096,9.6,3.0,none,,
1,True,23.6,47.65049772900011,295,0.2454094299672747,9.6,3.0,none,,
1,True,11.28,31.083198753000033,141,0.24577915819902685,9.6,3.0,none,,
1,True,9.68,43.598340099000325,121,0.22909284337200367,9.6,3.0,none,,
1,True,12.16,36.56458499300015,152,0.2351896331112429,9.6,3.0,none,,
1,True,11.76,43.527506356999766,147,0.23558750680056167,9.6,3.0,none,,
1,False,4.4,15.264178575999722,55,4.464288591918696,9.6,3.0,static,6.0,
