run,success,sim_time_s,wall_time_s,steps,final_dist,goal_x,goal_y,collision_type,collision_id,reason
1,True,22.72,27.88833907299977,284,0.24615547031420873,-8.0,-9.5,none,,
1,True,21.68,27.098571844999697,271,0.2434790506620005,-8.0,-9.5,none,,
1,True,23.2,30.109728300999905,290,0.24455768445613546,-8.0,-9.5,none,,
1,True,21.76,29.579199827999673,272,0.24564498698624232,-8.0,-9.5,none,,
1,True,20.8,28.183223601999998,260,0.24422213257547357,-8.0,-9.5,none,,
1,True,21.68,33.46012333999988,271,0.24879314031333755,-8.0,-9.5,none,,
1,True,23.04,30.352241311999933,288,0.24459971211730697,-8.0,-9.5,none,,
1,True,21.28,27.989837306000027,266,0.24729840315088975,-8.0,-9.5,none,,
1,True,23.04,31.668079558000045,288,0.24543685009365215,-8.0,-9.5,none,,
1,True,23.36,35.22598901299989,292,0.2413008082755045,-8.0,-9.5,none,,
