run,success,sim_time_s,wall_time_s,steps,final_dist,goal_x,goal_y,collision_type,collision_id,reason
1,True,10.16,39.33035332999998,127,0.24441335591114013,9.6,3.0,none,,
1,True,9.44,30.808073041999933,118,0.2428420078662523,9.6,3.0,none,,
1,False,0.0,27.124105412000063,0,,9.6,3.0,none,,rrt_failed
1,False,18.16,42.57546217000004,227,5.252028750636304,9.6,3.0,static,22.0,
1,False,0.0,27.672464385000012,0,,9.6,3.0,none,,rrt_failed
1,True,11.84,30.17823611499989,148,0.23265146751540758,9.6,3.0,none,,
1,True,9.76,34.73992113899999,122,0.23651151258982425,9.6,3.0,none,,
1,False,0.0,28.798862813999904,0,,9.6,3.0,none,,rrt_failed
1,True,11.36,38.37229621300003,142,0.23532411317217716,9.6,3.0,none,,
1,False,0.0,30.613204041000017,0,,9.6,3.0,none,,rrt_failed
