Max Iterations,Avg Computation Time (s),Avg Path Length (m),Success Rate (%)
100,0.06562240918477376,15.993274241288294,13.333333333333334
300,0.22360268433888753,17.641195442783054,50.0
500,0.4383497476577759,17.583178529840776,56.666666666666664
750,0.8130148649215698,17.36069336552799,83.33333333333334
1000,1.2334930340449015,18.801289260899534,100.0
1250,1.5707797447840373,18.22901637470961,96.66666666666667
