run,success,sim_time_s,wall_time_s,steps,final_dist,goal_x,goal_y,collision_type,collision_id,reason
1,True,9.040000000000001,13.199881606999952,113,0.24693137929746248,9.6,3.0,none,,
1,True,9.52,13.797005301999889,119,0.2277162272874416,9.6,3.0,none,,
1,True,9.44,13.547274900999582,118,0.23466963592718879,9.6,3.0,none,,
1,True,9.200000000000001,13.182248256999628,115,0.23401497570068944,9.6,3.0,none,,
1,True,9.200000000000001,14.096382309000546,115,0.2402645298463147,9.6,3.0,none,,
1,True,9.36,15.908155518000058,117,0.2394607942322433,9.6,3.0,none,,
1,True,9.28,13.684215528000095,116,0.23808324274161946,9.6,3.0,none,,
1,True,9.36,13.681942164000247,117,0.23429497054958623,9.6,3.0,none,,
1,False,4.48,7.525937685999452,56,4.467137839424852,9.6,3.0,static,6.0,
1,True,9.6,13.916368008000063,120,0.2293116178349631,9.6,3.0,none,,
